date,bank_holiday,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,school_holiday,feature_8,feature_9,feature_10,label
2005-05-02,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,759
2005-05-03,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,616
2005-05-04,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,855
2005-05-05,3,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1291
2005-05-06,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1695
2005-05-07,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1594
2005-05-08,0,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1249
2005-05-09,0,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0,0,771
2005-05-10,0,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0,0,549
2005-05-11,0,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0,0,638
2005-05-12,0,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0,0,526
2005-05-13,0,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0,0,656
2005-05-14,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,913
2005-05-15,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,1,1472
2005-05-16,3,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,1,1702
2005-05-17,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,1,600
2005-05-18,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,1,714
2005-05-19,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,1,600
2005-05-20,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,1,685
2005-05-21,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,1,1009
2005-05-22,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,1,1456
2005-05-23,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,1,693
2005-05-24,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,1,582
2005-05-25,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,1,1462
2005-05-26,2,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,1,1878
2005-05-27,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,1,2445
2005-05-28,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,2621
2005-05-29,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,2262
2005-05-30,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,626
2005-05-31,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,637
2005-06-01,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,628
2005-06-02,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,672
2005-06-03,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,855
2005-06-04,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1242
2005-06-05,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1916
2005-06-06,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1387
2005-06-07,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,513
2005-06-08,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,643
2005-06-09,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,675
2005-06-10,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,562
2005-06-11,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1224
2005-06-12,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1705
2005-06-13,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,724
2005-06-14,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,601
2005-06-15,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,857
2005-06-16,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,729
2005-06-17,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,731
2005-06-18,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1415
2005-06-19,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,3761
2005-06-20,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1827
2005-06-21,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,983
2005-06-22,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,880
2005-06-23,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1669
2005-06-24,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1486
2005-06-25,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1529
2005-06-26,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,2011
2005-06-27,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1028
2005-06-28,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,907
2005-06-29,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,851
2005-06-30,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,619
2005-07-01,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,784
2005-07-02,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1050
2005-07-03,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1589
2005-07-04,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1094
2005-07-05,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,829
2005-07-06,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,981
2005-07-07,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,759
2005-07-08,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,938
2005-07-09,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,1155
2005-07-10,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,2171
2005-07-11,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,1361
2005-07-12,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,1619
2005-07-13,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,1620
2005-07-14,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2047
2005-07-15,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1689
2005-07-16,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1406
2005-07-17,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1990
2005-07-18,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1897
2005-07-19,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1407
2005-07-20,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1550
2005-07-21,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1724
2005-07-22,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1597
2005-07-23,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1500
2005-07-24,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2088
2005-07-25,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1548
2005-07-26,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2169
2005-07-27,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1948
2005-07-28,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2579
2005-07-29,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1990
2005-07-30,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1612
2005-07-31,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2408
2005-08-01,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1513
2005-08-02,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1877
2005-08-03,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1999
2005-08-04,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1950
2005-08-05,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1785
2005-08-06,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1920
2005-08-07,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2623
2005-08-08,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1888
2005-08-09,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2328
2005-08-10,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2407
2005-08-11,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2455
2005-08-12,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2011
2005-08-13,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1681
2005-08-14,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2780
2005-08-15,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1951
2005-08-16,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2044
2005-08-17,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2293
2005-08-18,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2948
2005-08-19,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2684
2005-08-20,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1721
2005-08-21,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,2095
2005-08-22,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1838
2005-08-23,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,2445
2005-08-24,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,2511
2005-08-25,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,725
2005-08-26,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,759
2005-08-27,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,888
2005-08-28,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1433
2005-08-29,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,877
2005-08-30,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,991
2005-08-31,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1618
2005-09-01,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1303
2005-09-02,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,747
2005-09-03,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1180
2005-09-04,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1933
2005-09-05,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,985
2005-09-06,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1036
2005-09-07,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1051
2005-09-08,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1155
2005-09-09,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,850
2005-09-10,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1405
2005-09-11,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1549
2005-09-12,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,608
2005-09-13,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,604
2005-09-14,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,591
2005-09-15,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,558
2005-09-16,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,731
2005-09-17,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1260
2005-09-18,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1167
2005-09-19,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,609
2005-09-20,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,479
2005-09-21,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,528
2005-09-22,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,584
2005-09-23,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,641
2005-09-24,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1112
2005-09-25,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1508
2005-09-26,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,672
2005-09-27,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,482
2005-09-28,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,535
2005-09-29,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,523
2005-09-30,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,584
2005-10-01,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1221
2005-10-02,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1671
2005-10-03,3,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1690
2005-10-04,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,589
2005-10-05,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,850
2005-10-06,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,615
2005-10-07,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,674
2005-10-08,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,752
2005-10-09,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,1370
2005-10-10,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,823
2005-10-11,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,784
2005-10-12,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,795
2005-10-13,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,738
2005-10-14,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,813
2005-10-15,0,0,0,0,3.2,6.7,1.7,3.7,0,2,0,0,0,1116
2005-10-16,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1582
2005-10-17,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,959
2005-10-18,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,925
2005-10-19,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1135
2005-10-20,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1087
2005-10-21,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1014
2005-10-22,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1161
2005-10-23,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1764
2005-10-24,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1495
2005-10-25,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1343
2005-10-26,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1448
2005-10-27,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1200
2005-10-28,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1123
2005-10-29,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1076
2005-10-30,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1344
2005-10-31,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,929
2005-11-01,2,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1012
2005-11-02,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,556
2005-11-03,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,483
2005-11-04,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,682
2005-11-05,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,990
2005-11-06,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1425
2005-11-07,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,660
2005-11-08,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,508
2005-11-09,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,515
2005-11-10,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,411
2005-11-11,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,659
2005-11-12,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1610
2005-11-13,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,2587
2005-11-14,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,649
2005-11-15,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,461
2005-11-16,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,529
2005-11-17,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,384
2005-11-18,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,567
2005-11-19,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,908
2005-11-20,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1394
2005-11-21,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,576
2005-11-22,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,421
2005-11-23,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,482
2005-11-24,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,405
2005-11-25,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,142
2005-11-26,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,274
2005-11-27,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,538
2005-11-28,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,521
2005-11-29,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,372
2005-11-30,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,429
2005-12-01,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,434
2005-12-02,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,530
2005-12-03,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,830
2005-12-04,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1096
2005-12-05,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,609
2005-12-06,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,362
2005-12-07,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,463
2005-12-08,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,405
2005-12-09,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,454
2005-12-10,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,886
2005-12-11,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1347
2005-12-12,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,596
2005-12-13,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,412
2005-12-14,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,439
2005-12-15,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,376
2005-12-16,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,487
2005-12-17,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,789
2005-12-18,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,936
2005-12-19,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,581
2005-12-20,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,386
2005-12-21,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,430
2005-12-22,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,423
2005-12-23,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,739
2005-12-24,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,320
2005-12-26,3,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,668
2005-12-27,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1241
2005-12-28,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1790
2005-12-29,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1595
2005-12-30,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1613
2005-12-31,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,617
2006-01-01,3,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,524
2006-01-02,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2020
2006-01-03,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2004
2006-01-04,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2151
2006-01-05,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,2170
2006-01-06,0,0,0,0,3.2,6.7,1.7,3.7,0,3,0,0,0,1929
2006-01-07,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1683
2006-01-08,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,2087
2006-01-09,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,588
2006-01-10,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,513
2006-01-11,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,634
2006-01-12,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,551
2006-01-13,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,871
2006-01-14,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1709
2006-01-15,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,2178
2006-01-16,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,820
2006-01-17,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,541
2006-01-18,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,736
2006-01-19,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,647
2006-01-20,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1014
2006-01-21,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1770
2006-01-22,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,2166
2006-01-23,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1035
2006-01-24,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,609
2006-01-25,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,631
2006-01-26,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,613
2006-01-27,0,1,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1284
2006-01-28,0,1,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1725
2006-01-29,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,2131
2006-01-30,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,2137
2006-01-31,0,0,0,0,3.2,6.7,1.7,3.7,0,1,0,0,0,1542
2006-02-01,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,633
2006-02-02,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,628
2006-02-03,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,899
2006-02-04,0,1,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1623
2006-02-05,0,1,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,2069
2006-02-06,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,902
2006-02-07,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,597
2006-02-08,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,745
2006-02-09,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,707
2006-02-10,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1409
2006-02-11,0,1,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1590
2006-02-12,0,1,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1876
2006-02-13,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,834
2006-02-14,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,677
2006-02-15,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,693
2006-02-16,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,581
2006-02-17,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,984
2006-02-18,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1372
2006-02-19,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,2031
2006-02-20,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,831
2006-02-21,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,605
2006-02-22,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,743
2006-02-23,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,539
2006-02-24,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,749
2006-02-25,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1277
2006-02-26,0,1,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1604
2006-02-27,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1127
2006-02-28,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,574
2006-03-01,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,653
2006-03-02,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,555
2006-03-03,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,853
2006-03-04,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1611
2006-03-05,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1878
2006-03-06,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,759
2006-03-07,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,546
2006-03-08,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,703
2006-03-09,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,657
2006-03-10,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,852
2006-03-11,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1611
2006-03-12,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1950
2006-03-13,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,838
2006-03-14,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,581
2006-03-15,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,694
2006-03-16,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,610
2006-03-17,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,869
2006-03-18,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,0,1425
